OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
KUIPER-00232,2025-301R,2026-03-14T22:00:01.999584,15.02861906,.00033517,51.8900,42.5457,161.0801,193.9583,0,U,67148,999,570,-.15034784E+0,-.1848466E-1,0
KUIPER-00241,2025-301S,2026-03-14T22:46:54.010272,14.79937091,.00008957,51.9030,52.3547,94.9235,265.1829,0,U,67149,999,1470,.94176092E-4,.497E-5,0
KUIPER-00245,2025-301T,2026-03-14T06:22:50.786112,14.79978861,.00006032,51.9032,62.8923,71.8601,288.2427,0,U,67150,999,1416,.58837265E-3,.4272E-4,0
KUIPER-00246,2025-301U,2026-03-14T22:00:01.999584,14.84630065,.00047349,51.9005,44.7914,94.9112,332.3608,0,U,67151,999,422,.11976196E-2,.10007E-3,0
KUIPER-00247,2025-301V,2026-03-14T21:01:48.248832,15.36526745,.00151327,51.8632,40.9035,96.5354,263.7356,0,U,67152,999,1452,-.14347033E-2,-.5219E-3,0
KUIPER-00248,2025-301W,2026-03-14T04:33:31.759488,15.37636139,.00107916,51.8673,43.8521,61.9545,298.2532,0,U,67153,999,1459,.11702396E-2,.43851E-3,0
KUIPER-00249,2025-301X,2026-03-14T22:31:37.898976,15.38364478,.00105515,51.8650,39.8580,65.4443,294.7643,0,U,67154,999,1454,.10574031E-2,.4052E-3,0
KUIPER-00250,2025-301Y,2026-03-14T22:00:01.999584,14.81507931,.00016014,51.9001,46.8041,128.6150,23.7371,0,U,67155,999,576,.46434435E-4,.143E-5,0
KUIPER-00251,2025-301Z,2026-03-14T22:00:01.999584,15.31740651,.0011675,51.8702,40.2762,68.5649,9.0583,0,U,67156,999,185,.14272714E-2,.44368E-3,0
KUIPER-00252,2025-301AA,2026-03-14T22:00:01.999584,15.27161770,.00097705,51.8706,40.7358,82.5155,147.3223,0,U,67157,999,588,-.40293756E-1,-.1005137E-1,0
KUIPER-00261,2025-301AB,2026-03-14T22:00:01.999584,14.80593712,.00004934,51.9019,47.1078,16.8595,177.9817,0,U,67158,999,573,-.41426766E-3,-.3429E-4,0
KUIPER-00265,2025-301AC,2026-03-14T22:31:24.152736,14.79919803,.00010569,51.9026,62.4028,59.6446,300.4621,0,U,67159,999,1426,.67160845E-4,.291E-5,0
GSAT0233 (GALILEO 33),2025-302A,2026-02-13T12:00:00.000000,1.70474578,.00030114,54.3935,105.2952,207.0582,359.4109,0,U,67160,999,2,0,-.8E-7,0
GSAT0234 (GALILEO 34),2025-302C,2026-03-13T07:42:19.368000,1.70475046,.00027865,54.2701,104.8613,225.0665,135.9201,0,U,67162,999,154,0,.28E-6,0
STARLINK-35755,2025-303A,2026-03-14T21:49:37.736256,15.27613789,.00019944,42.9989,281.2238,264.8775,95.1849,0,U,67163,999,1353,.90217609E-3,.24673E-3,0
STARLINK-36201,2025-303B,2026-03-14T21:10:47.647488,15.27624131,.00013916,43.0024,281.0193,281.8134,78.2562,0,U,67164,999,1353,.1219433E-2,.33492E-3,0
STARLINK-36186,2025-303C,2026-03-14T14:59:41.832672,15.27595544,.00012907,43.0008,282.5252,253.4977,106.5733,0,U,67165,999,1349,.13901712E-2,.38209E-3,0
STARLINK-36174,2025-303D,2026-03-14T15:18:11.766816,15.27615941,.00013513,42.9972,282.6209,227.8403,132.2334,0,U,67166,999,1349,.11526421E-2,.31627E-3,0
STARLINK-36198,2025-303E,2026-03-14T20:58:01.829856,15.27568966,.00002664,42.9957,281.8139,292.1842,67.8981,0,U,67167,999,1352,.93801557E-3,.25631E-3,0
STARLINK-35903,2025-303F,2026-03-14T15:14:30.936192,15.27624110,.00011672,42.9999,282.6039,236.8682,123.2058,0,U,67168,999,1349,.10675365E-2,.2927E-3,0
STARLINK-35839,2025-303G,2026-03-14T21:01:44.224320,15.27598432,.0001498,42.9988,281.8343,273.4395,86.6285,0,U,67169,999,1352,.11970494E-2,.32844E-3,0
STARLINK-35863,2025-303H,2026-03-14T22:21:05.340384,15.27598646,.00017309,42.9993,281.3825,273.6114,86.4540,0,U,67170,999,1353,.10982004E-2,.30099E-3,0
STARLINK-35771,2025-303J,2026-03-14T14:37:42.384576,15.27595257,.00014052,42.9947,283.2691,307.8302,52.2422,0,U,67171,999,1348,.64291997E-3,.1748E-3,0
STARLINK-35762,2025-303K,2026-03-14T20:50:37.838400,15.27591374,.00011439,43.0004,281.7717,264.7470,95.3251,0,U,67172,999,1352,.77517349E-3,.21137E-3,0
STARLINK-36183,2025-303L,2026-03-14T22:13:40.960992,15.27591399,.00016426,42.9978,281.3417,265.4237,94.6427,0,U,67173,999,1353,.82142487E-3,.22419E-3,0
STARLINK-36210,2025-303M,2026-03-14T20:30:16.870752,15.27612358,.00012841,42.9980,281.6644,263.6201,96.4504,0,U,67174,999,1352,.10235188E-2,.28038E-3,0
STARLINK-35756,2025-303N,2026-03-14T22:00:44.021952,15.27593030,.0001635,42.9985,281.2733,267.6535,92.4129,0,U,67175,999,1353,.14392695E-2,.39572E-3,0
STARLINK-35785,2025-303P,2026-03-14T14:02:33.265536,15.27609586,.00017997,42.9992,283.0835,261.5269,98.5379,0,U,67176,999,1348,.17120786E-2,.47196E-3,0
STARLINK-35853,2025-303Q,2026-03-14T20:24:43.454880,15.27586010,.00012816,42.9961,281.6315,240.6491,119.4233,0,U,67177,999,1352,.1288151E-2,.35362E-3,0
STARLINK-35878,2025-303R,2026-03-14T21:47:46.526496,15.27606581,.00019976,42.9991,281.2072,265.3646,94.6977,0,U,67178,999,1353,.1326353E-2,.36447E-3,0
STARLINK-35793,2025-303S,2026-03-14T15:27:27.476928,15.27601777,.00016553,42.9968,282.6641,257.7660,102.3007,0,U,67179,999,1349,.15852673E-2,.43649E-3,0
STARLINK-35876,2025-303T,2026-03-14T20:08:04.166304,15.27589905,.00026237,43.0000,281.5492,283.8213,76.2347,0,U,67180,999,1352,.9744349E-3,.26659E-3,0
STARLINK-35766,2025-303U,2026-03-14T21:27:24.215328,15.27630857,.00015695,43.0023,281.1048,273.7063,86.3610,0,U,67181,999,1353,.95526438E-3,.26159E-3,0
STARLINK-35782,2025-303V,2026-03-14T14:55:59.751840,15.27591353,.00014254,43.0012,282.5002,251.8603,108.2094,0,U,67182,999,1349,.13915284E-2,.38242E-3,0
STARLINK-35719,2025-303W,2026-03-14T15:05:15.394560,15.27595532,.00003556,42.9952,282.5460,153.7557,206.3312,0,U,67183,999,1349,.12967236E-2,.3561E-3,0
STARLINK-35910,2025-303X,2026-03-14T21:07:04.344960,15.27593236,.00015352,42.9965,280.9895,288.3256,71.7428,0,U,67184,999,1353,.71619641E-3,.19506E-3,0
STARLINK-35859,2025-303Y,2026-03-14T14:57:50.666112,15.27584401,.00011209,42.9984,282.5079,263.9222,96.1501,0,U,67185,999,1349,.14452684E-2,.39728E-3,0
STARLINK-35857,2025-303Z,2026-03-14T15:20:03.032736,15.27611726,.00015578,42.9979,282.6237,239.0819,120.9880,0,U,67186,999,1349,.11458214E-2,.31434E-3,0
STARLINK-35880,2025-303AA,2026-03-14T15:08:57.273216,15.27604601,.00010081,42.9980,282.5669,232.1830,127.8931,0,U,67187,999,1349,.10525173E-2,.28836E-3,0
STARLINK-35675,2025-303AB,2026-03-14T21:05:25.788480,15.27604451,.00013743,42.9983,281.8480,266.5507,93.5188,0,U,67188,999,1352,.10129776E-2,.27739E-3,0
STARLINK-35889,2025-303AC,2026-03-14T20:56:11.526432,15.27572962,.00004826,42.9930,281.7979,250.4631,109.6168,0,U,67189,999,1352,.42971815E-3,.11579E-3,0
STARLINK-35888,2025-303AD,2026-03-14T22:15:31.814784,15.27604087,.00016337,42.9979,281.3461,264.8716,95.1950,0,U,67190,999,1353,.13143277E-2,.3611E-3,0
STARLINK-35716,2025-303AE,2026-03-14T21:03:35.052192,15.27580355,.00022063,42.9949,281.8343,288.3265,71.7347,0,U,67191,999,1352,.87203738E-3,.23813E-3,0
STARLINK-36182,2025-304A,2026-03-14T22:00:01.999584,14.98339546,.00038476,70.0017,161.2899,272.8916,226.7900,0,U,67192,999,582,-.32776349E-2,-.38997E-3,0
STARLINK-36279,2025-304B,2026-03-14T22:52:38.765280,14.98484412,.00026053,70.0029,161.1661,283.1738,76.9130,0,U,67193,999,1467,-.15842665E-1,-.184957E-2,0
STARLINK-36284,2025-304C,2026-03-14T15:22:00.949728,14.98337703,.00050432,70.0010,162.0829,270.1899,89.8682,0,U,67194,999,1462,.53445017E-3,.6292E-4,0
STARLINK-36291,2025-304D,2026-03-14T22:00:01.999584,14.98331792,.00037919,70.0014,161.4837,276.0525,43.5283,0,U,67195,999,577,-.37188772E-2,-.44192E-3,0
STARLINK-36239,2025-304E,2026-03-14T15:40:02.964576,14.98344920,.00033529,70.0018,162.1275,267.5956,92.4820,0,U,67196,999,1462,.38428729E-3,.4497E-4,0
STARLINK-36283,2025-304F,2026-03-14T22:28:36.233472,14.98327105,.00029183,70.0053,161.1050,277.1021,82.9806,0,U,67197,999,1467,.32327449E-3,.3766E-4,0
STARLINK-36267,2025-304G,2026-03-14T15:09:59.350752,14.98324636,.00035008,70.0014,162.0507,273.3700,86.7058,0,U,67198,999,1459,.48215332E-3,.5664E-4,0
STARLINK-36268,2025-304H,2026-03-14T15:22:15.413088,14.98344049,.00028684,70.0021,162.0749,269.5748,90.5082,0,U,67199,999,1462,.27116194E-3,.3145E-4,0
STARLINK-36270,2025-304J,2026-03-14T22:46:52.164768,14.98348076,.00035412,70.0029,161.1570,256.2248,103.8517,0,U,67200,999,1467,.75992707E-3,.899E-4,0
STARLINK-36262,2025-304K,2026-03-14T15:34:02.009568,14.98338783,.00031761,70.0019,162.1105,269.3961,90.6834,0,U,67201,999,1462,.15471079E-2,.1842E-3,0
STARLINK-36263,2025-304L,2026-03-14T15:16:00.405120,14.98343709,.0003655,70.0016,162.0669,269.5944,90.4796,0,U,67202,999,1462,.38350249E-3,.4488E-4,0
STARLINK-36224,2025-304M,2026-03-14T11:51:57.996864,14.97863415,.00023086,70.0017,162.3677,81.3624,278.7797,0,U,67203,999,1460,.72203044E-2,.86079E-3,0
STARLINK-36185,2025-304N,2026-03-14T22:40:37.449696,14.98479872,.00031599,70.0027,161.1352,285.2798,74.8012,0,U,67204,999,1467,-.1662907E-1,-.193877E-2,0
STARLINK-36197,2025-304P,2026-03-14T15:58:02.263872,14.98339337,.00033674,70.0023,161.7634,266.7119,93.3655,0,U,67205,999,1460,-.18599548E-3,-.2312E-4,0
STARLINK-36056,2025-304Q,2026-03-14T15:34:13.186272,14.98308011,.00034277,70.0028,162.1069,268.3663,91.7104,0,U,67206,999,1459,.18539502E-2,.22086E-3,0
STARLINK-36225,2025-304R,2026-03-14T16:46:22.104480,14.98342376,.00034991,70.0025,161.8766,269.9001,90.1757,0,U,67207,999,1463,.35933848E-3,.4199E-4,0
STARLINK-36265,2025-304S,2026-03-14T15:28:04.477728,14.98409360,.00045797,70.0020,162.0967,281.1382,78.9262,0,U,67208,999,1462,.3624749E-3,.4244E-4,0
STARLINK-36226,2025-304T,2026-03-14T15:46:05.625984,14.98314810,.0003603,70.0044,162.1380,246.3958,113.6823,0,U,67209,999,1462,.26558886E-2,.31729E-3,0
STARLINK-36173,2025-304U,2026-03-14T22:58:36.634080,14.98416584,.00048132,70.0029,161.1812,259.3917,100.6700,0,U,67210,999,1467,.32446765E-3,.379E-4,0
STARLINK-36280,2025-304V,2026-03-14T22:46:37.735104,14.98338441,.00028679,70.0040,161.1509,273.9789,86.1042,0,U,67211,999,1467,.21953515E-3,.2528E-4,0
STARLINK-36213,2025-304W,2026-03-14T16:10:04.064160,14.98342691,.00030838,70.0024,161.7931,270.4122,89.6684,0,U,67212,999,1463,.35065784E-3,.4095E-4,0
STARLINK-36199,2025-304X,2026-03-14T15:52:02.031168,14.98345639,.00032828,70.0025,161.7472,268.1475,91.9309,0,U,67213,999,1463,.38746662E-3,.4535E-4,0
STARLINK-36203,2025-304Y,2026-03-14T15:40:17.180832,14.98347893,.00043839,70.0019,162.1198,270.5032,89.5625,0,U,67214,999,1462,.80944865E-3,.9584E-4,0
STARLINK-36221,2025-304Z,2026-03-14T16:00:01.999584,14.98313859,.00042747,70.0020,162.0346,273.2315,205.7890,0,U,67215,999,575,.36577603E-2,.4381E-3,0
STARLINK-36212,2025-304AA,2026-03-14T15:16:14.994624,14.98295570,.00043857,70.0012,162.0598,248.6964,111.3727,0,U,67216,999,1462,.45693084E-2,.54812E-3,0
STARLINK-36216,2025-304AB,2026-03-14T16:40:18.005376,14.98429915,.00028791,70.0024,161.8621,337.8010,22.3024,0,U,67217,999,1462,.39603413E-2,.47606E-3,0
STARLINK-36211,2025-304AC,2026-03-14T22:52:52.495968,14.98335402,.0003736,70.0024,161.1592,274.0877,85.9855,0,U,67218,999,1464,.38734009E-3,.4532E-4,0
DISKSAT C,2025-305A,2026-03-14T18:31:20.843328,15.07986644,.00042154,45.0011,223.8113,334.3943,25.6724,0,U,67219,999,1306,.10539405E-2,.16263E-3,0
DISKSAT B,2025-305B,2026-03-14T10:53:02.317920,15.07601283,.0003364,45.0010,225.6561,334.0267,26.0439,0,U,67220,999,1301,.79908765E-3,.12134E-3,0
DISKSAT D,2025-305C,2026-03-14T17:18:51.468192,15.07546143,.00034601,45.0014,224.2751,342.7406,17.3351,0,U,67221,999,1305,.97713803E-3,.14875E-3,0
DISKSAT A,2025-305D,2026-03-14T17:10:28.782624,15.07884908,.00037402,45.0026,224.2370,342.2506,17.8239,0,U,67222,999,1304,.10304038E-2,.15849E-3,0
TJS-23,2025-306A,2026-03-14T20:39:47.344896,1.00269593,.00055218,5.8029,297.9532,108.2015,251.7521,0,U,67226,999,94,0,.12E-6,0
QPS-SAR-15 (SUKUNAMI-I),2025-307A,2026-03-14T22:20:25.470240,14.98153980,.00080459,42.0075,25.1833,101.9124,258.2604,0,U,67228,999,1254,.58360954E-3,.6861E-4,0
SPACEMOBILE-006,2025-309A,2026-03-14T21:52:54.122592,15.18056109,.00102093,52.9949,43.2807,196.1338,163.9332,0,U,67232,999,1227,.23294097E-3,.4491E-4,0
2025-310A,2025-310A,2026-03-13T11:49:18.306336,14.75722431,.00033975,97.9668,81.1607,48.7899,311.3603,0,U,67234,999,1151,.15962235E-4,.59E-6,0
HULIANWANG DIGUI-128,2025-311A,2026-03-14T18:16:34.256640,13.29330998,.00000755,50.0072,94.1784,359.0390,1.0483,0,U,67236,999,1078,.10229806E-3,-.77E-6,0
HULIANWANG DIGUI-129,2025-311B,2026-03-14T18:28:36.027552,13.29330923,.00000796,50.0058,94.2132,356.4847,3.6024,0,U,67237,999,1078,.15158037E-3,-.54E-6,0
HULIANWANG DIGUI-130,2025-311C,2026-03-14T17:52:31.374912,13.29331119,.00001111,50.0043,94.7219,348.8930,11.1940,0,U,67238,999,1077,.10874683E-3,-.74E-6,0
HULIANWANG DIGUI-131,2025-311D,2026-03-14T18:04:33.144096,13.29331071,.00001065,50.0039,94.7612,355.6104,4.4767,0,U,67239,999,1077,.11184068E-3,-.72E-6,0
HULIANWANG DIGUI-132,2025-311E,2026-03-14T17:28:28.271136,13.29331080,.00001174,50.0050,94.6423,352.7991,7.2879,0,U,67240,999,1077,.13391984E-3,-.62E-6,0
HULIANWANG DIGUI-133,2025-311F,2026-03-14T18:52:39.688608,13.29331004,.0000101,50.0093,94.3202,8.8102,351.2772,0,U,67241,999,1078,.1151224E-3,-.71E-6,0
HULIANWANG DIGUI-134,2025-311G,2026-03-14T19:04:41.215872,13.29331003,.00000916,50.0024,94.3119,354.4328,5.6543,0,U,67242,999,1078,.11030311E-3,-.73E-6,0
HULIANWANG DIGUI-135,2025-311H,2026-03-14T23:05:15.995616,13.29331117,.00001024,50.0010,93.8471,356.2481,3.8390,0,U,67243,999,1080,.13058685E-3,-.63E-6,0
HULIANWANG DIGUI-136,2025-311J,2026-03-14T11:27:35.967168,13.29331316,.00000675,50.0081,95.3471,356.6548,3.4323,0,U,67244,999,1074,.10820715E-3,-.74E-6,0
FENGYUN 4C,2025-312A,2026-03-14T22:50:00.674880,1.00271706,.00008045,0.0180,342.0169,59.5789,246.4571,0,U,67246,999,83,0,-.324E-5,0
2025-313A,2025-313A,2026-03-14T22:30:54.358560,14.66996485,.02769607,97.5516,145.6092,279.6571,77.3453,0,U,67248,999,1120,.13321104E-3,.1266E-4,0
2025-313B,2025-313B,2026-03-14T22:36:58.577760,14.73642721,.02932708,97.5203,146.0492,281.7021,75.1422,0,U,67249,999,1125,.21071186E-3,.2684E-4,0
2025-313C,2025-313C,2026-03-14T22:24:08.579232,14.86414618,.01560019,97.6234,148.3321,288.6063,69.8266,0,U,67250,999,1134,.10822008E-2,.11882E-3,0
2025-313D,2025-313D,2026-03-14T22:53:59.745408,14.89139868,.01483839,97.5763,148.2748,280.2096,78.2416,0,U,67251,999,1137,.26653477E-3,.3028E-4,0
ZORKIY-2M-VPE,2025-313E,2026-03-14T22:28:13.358208,15.22855697,.00091936,97.4010,150.2598,321.7652,38.2932,0,U,67252,999,1162,.4342404E-3,.10114E-3,0
AIST-2T 1,2025-313F,2026-03-14T22:21:36.921312,15.60787403,.00116763,97.0917,151.6095,221.6417,138.3953,0,U,67253,999,1192,.56094035E-3,.46917E-3,0
AIST-2T 2,2025-313G,2026-03-14T21:34:56.846784,15.60589468,.00097785,97.0914,151.4997,214.3824,145.6802,0,U,67254,999,1190,.18524816E-2,.155898E-2,0
2025-313H,2025-313H,2026-03-14T22:27:28.466496,15.02754691,.0085006,97.2962,147.0102,295.8415,63.4062,0,U,67255,999,1147,.21207807E-3,.3003E-4,0
SITRO-AIS-57,2025-313J,2026-03-14T22:52:13.070784,15.21402627,.00153061,97.3995,150.0741,337.6362,22.4205,0,U,67256,999,1161,.61293562E-3,.1374E-3,0
SITRO-AIS-59,2025-313K,2026-03-14T22:51:38.683584,15.21376804,.00151584,97.4002,150.0809,339.9895,20.0745,0,U,67257,999,1161,.55339202E-3,.12386E-3,0
SITRO-AIS-58,2025-313L,2026-03-14T22:47:58.041312,15.21449590,.00150687,97.3999,150.0793,339.2487,20.8135,0,U,67258,999,1161,.6073156E-3,.1363E-3,0
2025-313M,2025-313M,2026-03-14T22:14:50.407584,15.22200709,.00140035,97.4040,150.1634,337.3391,22.7225,0,U,67259,999,1161,.73555024E-3,.16892E-3,0
SITRO-AIS-60,2025-313N,2026-03-14T22:51:26.757792,15.21144799,.00145552,97.4010,150.0843,341.0578,19.0115,0,U,67260,999,1161,.20907022E-3,.4598E-4,0
2025-313P,2025-313P,2026-03-14T21:42:42.393312,15.23084574,.00134749,97.4038,150.1935,335.8630,24.1974,0,U,67261,999,1161,.10018542E-2,.23659E-3,0
2025-313Q,2025-313Q,2026-03-14T22:22:22.852416,15.21946539,.00140872,97.4009,150.1131,340.2552,19.8137,0,U,67262,999,1161,.65498382E-3,.14919E-3,0
DCS-1,2025-313R,2026-03-14T22:31:40.883232,15.21682627,.00140999,97.4022,150.1291,339.6539,20.4133,0,U,67263,999,1161,.58085547E-3,.13117E-3,0
KOWSAR 1.5,2025-313S,2026-03-14T22:52:27.952320,15.21126645,.00145835,97.4091,150.1631,345.6596,14.4224,0,U,67264,999,1161,.44612365E-3,.9893E-4,0
SITRO-TD-4,2025-313T,2026-03-14T22:31:24.945024,15.21651115,.00140872,97.4002,150.1082,340.6997,19.3704,0,U,67265,999,1161,.54836923E-3,.12367E-3,0
SITRO-AIS-65,2025-313U,2026-03-14T22:30:03.989088,15.21693385,.00139704,97.4030,150.1370,339.0880,20.9783,0,U,67266,999,1161,.57458559E-3,.12978E-3,0
2025-313V,2025-313V,2026-03-14T22:19:52.802400,15.21961816,.00133047,97.4010,150.1193,345.3357,14.7491,0,U,67267,999,1161,.62980284E-3,.14344E-3,0
ZORKY-2M 7,2025-313W,2026-03-14T21:06:57.966048,15.21311959,.00144197,97.4013,150.0344,340.0889,19.9782,0,U,67268,999,1160,.43623162E-3,.9724E-4,0
2025-313X,2025-313X,2026-03-14T22:04:47.661312,15.22403601,.00136062,97.4035,150.1671,337.1690,22.8940,0,U,67269,999,1161,.76393956E-3,.17651E-3,0
SITRO-TD-3,2025-313Y,2026-03-14T22:31:28.976448,15.21680495,.00140923,97.4011,150.1179,340.1400,19.9286,0,U,67270,999,1161,.57316913E-3,.12941E-3,0
2025-313Z,2025-313Z,2026-03-14T21:28:35.815872,15.20761430,.00143732,97.4006,150.0112,337.6940,22.3668,0,U,67271,999,1160,.28453217E-3,.6214E-4,0
2025-313AA,2025-313AA,2026-03-14T22:12:17.444160,15.22094273,.00137476,97.4008,150.1230,340.2779,19.7924,0,U,67272,999,1161,.63939243E-3,.14623E-3,0
2025-313AB,2025-313AB,2026-03-14T21:35:24.286560,15.20537449,.00139195,97.4025,150.0223,347.7569,12.3326,0,U,67273,999,1160,.20623492E-3,.4454E-4,0
2025-313AC,2025-313AC,2026-03-14T21:08:23.970336,15.21260151,.00141771,97.4000,150.0306,340.4025,19.6664,0,U,67274,999,1160,.43307898E-3,.9637E-4,0
2025-313AD,2025-313AD,2026-03-14T22:38:13.549632,15.21342598,.00133574,97.3979,150.0784,344.1202,15.9613,0,U,67275,999,1161,.47728997E-3,.10652E-3,0
2025-313AE,2025-313AE,2026-03-14T22:37:32.202912,15.21366316,.00134053,97.3973,150.0746,343.9175,16.1634,0,U,67276,999,1161,.45187721E-3,.10088E-3,0
2025-313AF,2025-313AF,2026-03-14T21:03:58.984992,15.21405541,.00134901,97.3980,150.0158,346.1051,13.9812,0,U,67277,999,1160,.40930844E-3,.9141E-4,0
2025-313AG,2025-313AG,2026-03-14T22:34:30.616032,15.21726540,.00149156,97.3988,150.0890,347.4170,12.6692,0,U,67278,999,1162,.42774421E-3,.9652E-4,0
GALAPAGOS-UTE-SWSU,2025-313AH,2026-03-14T22:32:12.446016,15.21471026,.00136575,97.3994,150.0998,340.3303,19.7405,0,U,67279,999,1161,.45645213E-3,.10223E-3,0
2025-313AJ,2025-313AJ,2026-03-14T22:19:14.810592,15.21452548,.00126305,97.4065,150.1702,338.2845,21.7854,0,U,67280,999,1161,.31750202E-3,.7081E-4,0
2025-313AK,2025-313AK,2026-03-14T22:12:32.408640,15.21546826,.00113353,97.3948,150.0699,338.2354,21.8399,0,U,67281,999,1161,.30868E-3,.6898E-4,0
2025-313AL,2025-313AL,2026-03-14T21:42:56.370240,15.21997829,.00099877,97.3994,150.1329,338.0873,21.9935,0,U,67282,999,1161,.32932005E-3,.746E-4,0
HORS 5,2025-313AM,2026-03-14T21:22:18.078528,15.22565573,.00097952,97.4004,150.1609,336.8406,23.2388,0,U,67283,999,1161,.42126894E-3,.9727E-4,0
LOBACHEVSKY (RS83S),2025-313AN,2026-03-14T21:49:42.642912,15.21864944,.00100321,97.3989,150.1205,338.2538,21.8271,0,U,67284,999,1161,.3200807E-3,.7221E-4,0
NASBSAT-2,2025-313AP,2026-03-14T21:23:07.920960,15.22413663,.00096899,97.3985,150.1376,338.6038,21.4792,0,U,67285,999,1161,.43009502E-3,.9888E-4,0
MULE 4T,2025-313AQ,2026-03-14T22:51:35.498016,15.22640976,.00089488,97.4002,150.2370,333.2572,26.8202,0,U,67286,999,1162,.56138834E-3,.13017E-3,0
LUCA (RS90S),2025-313AR,2026-03-14T21:07:07.259232,15.22833593,.00089497,97.4004,150.1816,335.4986,24.5825,0,U,67287,999,1161,.56293239E-3,.13128E-3,0
2025-313AS,2025-313AS,2026-03-14T21:32:33.298368,15.22118825,.00106131,97.3992,150.1461,327.0622,32.9951,0,U,67288,999,1161,.35204313E-3,.801E-4,0
NASBSAT-1,2025-313AT,2026-03-14T22:15:15.958656,15.23557409,.00085985,97.4003,150.2712,334.1464,25.9343,0,U,67289,999,1162,.73439476E-3,.17528E-3,0
SAKHACUBE-CHOLBON (RS18S),2025-313AU,2026-03-14T22:32:21.861024,15.23034493,.00085962,97.4004,150.2548,334.7178,25.3637,0,U,67290,999,1162,.59491242E-3,.13961E-3,0
QMR-KWT-2 (RS95S),2025-313AV,2026-03-14T22:12:03.862944,15.23672438,.00082693,97.4001,150.2728,332.8206,27.2597,0,U,67291,999,1162,.7853362E-3,.18815E-3,0
SITRO-AIS-64,2025-313AW,2026-03-14T22:25:14.164608,15.23136292,.0008281,97.4007,150.2652,334.8473,25.2359,0,U,67292,999,1162,.58192698E-3,.13694E-3,0
SCORPION (RS89S),2025-313AX,2026-03-14T21:30:25.389216,15.22014223,.00100956,97.4004,150.1581,325.9180,34.1407,0,U,67293,999,1161,.25901446E-3,.5855E-4,0
SITRO-AIS-63,2025-313AY,2026-03-14T22:22:41.039616,15.23171994,.00081776,97.4011,150.2708,335.4575,24.6272,0,U,67294,999,1162,.58473333E-3,.13775E-3,0
ZORKIY-2M-5,2025-313AZ,2026-03-14T22:34:10.652448,15.22769265,.00095534,97.4004,150.2510,323.3578,36.7004,0,U,67295,999,1162,.43479984E-3,.10102E-3,0
SITRO-AIS-62,2025-313BA,2026-03-14T22:17:31.026048,15.23273947,.00079616,97.4013,150.2793,336.1546,23.9321,0,U,67296,999,1162,.59977011E-3,.14174E-3,0
SITRO-AIS-61,2025-313BB,2026-03-14T22:13:08.871168,15.23336467,.0007738,97.4015,150.2849,338.9846,21.1072,0,U,67297,999,1162,.60322168E-3,.14282E-3,0
2025-313BC,2025-313BC,2026-03-14T16:26:08.822976,15.30109532,.00087678,97.3990,150.2811,308.0203,52.0246,0,U,67298,999,873,.39461866E-2,.116686E-2,0
2025-313BD,2025-313BD,2026-03-14T17:30:23.166720,15.30950104,.00073414,97.3969,150.3678,312.9689,47.0936,0,U,67299,999,1161,.37913624E-2,.114988E-2,0
TIANHUI 7,2025-314A,2026-03-11T18:20:25.211616,15.26512207,.0001392,97.4084,147.3977,91.0464,269.0934,0,U,67300,999,1093,.33083E-3,.8568E-4,0
SHIJIAN-29A (SJ-29A),2025-315A,2026-03-14T22:56:02.987232,1.00273580,.00024904,3.1567,97.5329,312.5249,179.6460,0,U,67302,999,67,0,-.67E-6,0
CSG-3,2026-001A,2026-03-14T22:54:14.082624,14.82155389,.00014066,97.8870,258.9158,87.0290,273.1084,0,U,67304,999,1050,.71835455E-4,.52E-5,0
STARLINK-36490,2026-002A,2026-03-14T16:01:43.148928,15.27594137,.00009556,42.9996,296.8597,252.1867,107.8880,0,U,67305,999,1190,.1044869E-2,.28614E-3,0
STARLINK-36488,2026-002B,2026-03-14T15:30:28.564416,15.27606306,.00010753,42.9994,297.5639,268.4627,91.6101,0,U,67306,999,1183,.12625472E-2,.34672E-3,0
STARLINK-36481,2026-002C,2026-03-14T21:26:44.720160,15.27596829,.00004313,42.9969,295.9722,248.0369,112.0437,0,U,67307,999,1187,.95231411E-3,.2605E-3,0
STARLINK-36449,2026-002D,2026-03-14T16:33:10.564704,15.27617056,.00018291,43.0002,297.0218,266.8214,93.2428,0,U,67308,999,1190,.17775834E-2,.49035E-3,0
STARLINK-36482,2026-002E,2026-03-14T21:10:05.457504,15.27600655,.00011561,42.9998,295.8862,137.7146,222.3795,0,U,67309,999,1187,.90199679E-3,.24657E-3,0
STARLINK-36491,2026-002F,2026-03-14T21:41:32.922528,15.27598982,.00018855,42.9977,296.0512,276.9616,83.1021,0,U,67310,999,1187,.13192723E-2,.36242E-3,0
STARLINK-36495,2026-002G,2026-03-14T16:12:48.873024,15.27624942,.00018807,43.0045,296.9193,252.9668,107.0978,0,U,67311,999,1200,.11003251E-2,.30182E-3,0
